"","ensembl_gene_id","external_gene_name","btaurus_homolog_ensembl_gene","sscrofa_homolog_ensembl_gene","mmusculus_homolog_ensembl_gene","hsapiens_homolog_ensembl_gene"
"235","ENSOARG00000007252","CD1D","ENSBTAG00000047988","ENSSSCG00000006452","ENSMUSG00000041750","ENSG00000158473"
"236","ENSOARG00000007252","CD1D","ENSBTAG00000039993","ENSSSCG00000006452","ENSMUSG00000028076","ENSG00000158473"
"237","ENSOARG00000007252","CD1D","ENSBTAG00000039993","ENSSSCG00000006452","ENSMUSG00000041750","ENSG00000158473"
"238","ENSOARG00000007262","","ENSBTAG00000019801","","ENSMUSG00000034871","ENSG00000162391"
"239","ENSOARG00000007287","","","ENSSSCG00000021396","",""
"240","ENSOARG00000007329","MRS2","ENSBTAG00000004979","ENSSSCG00000001087","ENSMUSG00000021339","ENSG00000124532"
"241","ENSOARG00000007414","","ENSBTAG00000009902","ENSSSCG00000016539","ENSMUSG00000001642","ENSG00000085662"
"242","ENSOARG00000007432","DNAJC15","ENSBTAG00000034785","ENSSSCG00000009427","ENSMUSG00000022013","ENSG00000120675"
"243","ENSOARG00000007494","NME9","ENSBTAG00000012850","","","ENSG00000181322"
"244","ENSOARG00000007510","TMEM61","ENSBTAG00000046583","ENSSSCG00000025097","","ENSG00000143001"
"245","ENSOARG00000007534","","ENSBTAG00000016691","ENSSSCG00000009425","ENSMUSG00000044350","ENSG00000281883"
"246","ENSOARG00000007534","","ENSBTAG00000016691","ENSSSCG00000009425","ENSMUSG00000044350","ENSG00000179630"
"247","ENSOARG00000007549","LPAR2","ENSBTAG00000004652","ENSSSCG00000013932","ENSMUSG00000031861","ENSG00000064547"
"248","ENSOARG00000007579","MYOZ3","ENSBTAG00000025136","ENSSSCG00000021703","ENSMUSG00000049173","ENSG00000164591"
"249","ENSOARG00000007580","PLEKHA1","ENSBTAG00000004636","ENSSSCG00000010702","ENSMUSG00000040268","ENSG00000107679"
"250","ENSOARG00000007622","PSMB8","ENSBTAG00000003039","ENSSSCG00000028872","ENSMUSG00000024338","ENSG00000204264"
"251","ENSOARG00000007622","PSMB8","ENSBTAG00000003039","ENSSSCG00000026951","ENSMUSG00000024338","ENSG00000204264"
"252","ENSOARG00000007648","CCDC148","ENSBTAG00000004267","ENSSSCG00000015876","ENSMUSG00000036641","ENSG00000153237"
"253","ENSOARG00000007648","CCDC148","ENSBTAG00000004267","ENSSSCG00000026999","ENSMUSG00000036641","ENSG00000153237"
"254","ENSOARG00000007656","BGN","ENSBTAG00000005250","ENSSSCG00000012766","ENSMUSG00000031375","ENSG00000182492"
"255","ENSOARG00000007666","SLC25A4","ENSBTAG00000013208","ENSSSCG00000015790","ENSMUSG00000031633","ENSG00000151729"
"256","ENSOARG00000007696","ECHDC1","ENSBTAG00000003887","ENSSSCG00000004216","ENSMUSG00000019883","ENSG00000093144"
"257","ENSOARG00000007696","ECHDC1","ENSBTAG00000003887","ENSSSCG00000026970","ENSMUSG00000019883","ENSG00000093144"
"258","ENSOARG00000007720","PLPP1","ENSBTAG00000010526","ENSSSCG00000016912","ENSMUSG00000021759","ENSG00000067113"
"259","ENSOARG00000007738","TAP1","ENSBTAG00000008953","ENSSSCG00000025618","ENSMUSG00000037321","ENSG00000168394"
"260","ENSOARG00000007738","TAP1","ENSBTAG00000008953","ENSSSCG00000020893","ENSMUSG00000037321","ENSG00000168394"
"261","ENSOARG00000007745","SIAH3","","","ENSMUSG00000091722","ENSG00000215475"
"262","ENSOARG00000007753","CFAP58","ENSBTAG00000007243","ENSSSCG00000010614","ENSMUSG00000046585","ENSG00000120051"
"263","ENSOARG00000007775","","ENSBTAG00000000745","ENSSSCG00000028437","ENSMUSG00000004655","ENSG00000250424"
"264","ENSOARG00000007806","ANKRD37","ENSBTAG00000018453","ENSSSCG00000015798","ENSMUSG00000050914","ENSG00000186352"
"265","ENSOARG00000008011","GALNT13","ENSBTAG00000005562","","ENSMUSG00000060988","ENSG00000144278"
"266","ENSOARG00000008063","HEY1","ENSBTAG00000015717","ENSSSCG00000006159","ENSMUSG00000040289","ENSG00000164683"
"267","ENSOARG00000008076","ARL15","ENSBTAG00000019834","ENSSSCG00000016894","ENSMUSG00000042348","ENSG00000185305"
"268","ENSOARG00000008189","PKIB","ENSBTAG00000004394","ENSSSCG00000004236","ENSMUSG00000019876","ENSG00000135549"
"269","ENSOARG00000008189","PKIB","ENSBTAG00000004394","ENSSSCG00000022488","ENSMUSG00000019876","ENSG00000135549"
"270","ENSOARG00000008243","NOD1","ENSBTAG00000038235","ENSSSCG00000016678","ENSMUSG00000038058","ENSG00000106100"
"271","ENSOARG00000008285","ITGA1","ENSBTAG00000016525","ENSSSCG00000016885","ENSMUSG00000042284","ENSG00000213949"
"272","ENSOARG00000008313","LPAR6","ENSBTAG00000006645","ENSSSCG00000009402","ENSMUSG00000033446","ENSG00000139679"
"273","ENSOARG00000008351","SLCO2A1","ENSBTAG00000001324","ENSSSCG00000011641","ENSMUSG00000032548","ENSG00000174640"
"274","ENSOARG00000008399","CCDC69","ENSBTAG00000002834","ENSSSCG00000028058","ENSMUSG00000049588","ENSG00000198624"
"275","ENSOARG00000008460","BRF1","ENSBTAG00000012753","ENSSSCG00000023846","ENSMUSG00000011158","ENSG00000185024"
"276","ENSOARG00000008468","EMB","ENSBTAG00000044010","ENSSSCG00000029484","ENSMUSG00000021728","ENSG00000170571"
"277","ENSOARG00000008491","SLC35D2","ENSBTAG00000019939","ENSSSCG00000028111","ENSMUSG00000033114","ENSG00000130958"
"278","ENSOARG00000008491","SLC35D2","ENSBTAG00000019939","ENSSSCG00000026002","ENSMUSG00000033114","ENSG00000130958"
"279","ENSOARG00000008491","SLC35D2","ENSBTAG00000019939","ENSSSCG00000010935","ENSMUSG00000033114","ENSG00000130958"
"280","ENSOARG00000008648","MTMR2","ENSBTAG00000016557","ENSSSCG00000014970","ENSMUSG00000031918","ENSG00000087053"
"281","ENSOARG00000008650","FBP1","ENSBTAG00000009733","ENSSSCG00000010944","ENSMUSG00000069805","ENSG00000165140"
"282","ENSOARG00000008705","MICAL2","ENSBTAG00000014855","ENSSSCG00000013400","ENSMUSG00000038244","ENSG00000133816"
"283","ENSOARG00000008705","MICAL2","ENSBTAG00000014855","ENSSSCG00000020731","ENSMUSG00000038244","ENSG00000133816"
"284","ENSOARG00000008705","MICAL2","ENSBTAG00000014855","ENSSSCG00000021777","ENSMUSG00000038244","ENSG00000133816"
"285","ENSOARG00000008743","CNTN4","ENSBTAG00000033225","ENSSSCG00000011527","ENSMUSG00000064293","ENSG00000144619"
"286","ENSOARG00000008752","VWF","ENSBTAG00000012265","ENSSSCG00000000712","ENSMUSG00000001930","ENSG00000110799"
"287","ENSOARG00000008786","","ENSBTAG00000031933","","ENSMUSG00000018907",""
"288","ENSOARG00000008842","ROS1","ENSBTAG00000047600","ENSSSCG00000026978","ENSMUSG00000019893","ENSG00000047936"
"289","ENSOARG00000008896","PRKX","ENSBTAG00000014367","ENSSSCG00000012833","ENSMUSG00000035725","ENSG00000183943"
"290","ENSOARG00000008899","SFRP4","ENSBTAG00000015366","","ENSMUSG00000021319","ENSG00000106483"
"291","ENSOARG00000008961","DKK2","ENSBTAG00000012969","ENSSSCG00000009153","ENSMUSG00000028031","ENSG00000155011"
"292","ENSOARG00000008976","FABP5","ENSBTAG00000047330","ENSSSCG00000006153","ENSMUSG00000027533","ENSG00000164687"
"293","ENSOARG00000008988","PLCG2","ENSBTAG00000002103","ENSSSCG00000026255","ENSMUSG00000034330","ENSG00000197943"
"294","ENSOARG00000008988","PLCG2","ENSBTAG00000002103","ENSSSCG00000002688","ENSMUSG00000034330","ENSG00000197943"
"295","ENSOARG00000009063","C1QL3","ENSBTAG00000016677","ENSSSCG00000011043","ENSMUSG00000049630","ENSG00000165985"
"296","ENSOARG00000009079","TRIM47","ENSBTAG00000018920","ENSSSCG00000017199","ENSMUSG00000020773","ENSG00000132481"
"297","ENSOARG00000009107","CCL21","ENSBTAG00000010161","ENSSSCG00000010965","ENSMUSG00000095320","ENSG00000137077"
"298","ENSOARG00000009107","CCL21","ENSBTAG00000010161","ENSSSCG00000010965","ENSMUSG00000095675","ENSG00000137077"
"299","ENSOARG00000009107","CCL21","ENSBTAG00000010161","ENSSSCG00000010965","ENSMUSG00000073878","ENSG00000137077"
"300","ENSOARG00000009107","CCL21","ENSBTAG00000010161","ENSSSCG00000010965","ENSMUSG00000094686","ENSG00000137077"
"301","ENSOARG00000009107","CCL21","ENSBTAG00000010161","ENSSSCG00000010965","ENSMUSG00000094065","ENSG00000137077"
"302","ENSOARG00000009107","CCL21","ENSBTAG00000010161","ENSSSCG00000010965","ENSMUSG00000096873","ENSG00000137077"
"303","ENSOARG00000009107","CCL21","ENSBTAG00000010161","ENSSSCG00000010965","ENSMUSG00000096271","ENSG00000137077"
"304","ENSOARG00000009107","CCL21","ENSBTAG00000010161","ENSSSCG00000010965","ENSMUSG00000094121","ENSG00000137077"
"305","ENSOARG00000009107","CCL21","ENSBTAG00000010161","ENSSSCG00000010965","ENSMUSG00000096596","ENSG00000137077"
"306","ENSOARG00000009154","STAT2","ENSBTAG00000004380","ENSSSCG00000000396","ENSMUSG00000040033","ENSG00000170581"
"307","ENSOARG00000009170","RMDN2","ENSBTAG00000032905","ENSSSCG00000027644","ENSMUSG00000036368","ENSG00000115841"
"308","ENSOARG00000009170","RMDN2","ENSBTAG00000032905","ENSSSCG00000008488","ENSMUSG00000036368","ENSG00000115841"
"309","ENSOARG00000009194","","ENSBTAG00000027081","","",""
"310","ENSOARG00000009225","RND3","ENSBTAG00000039731","ENSSSCG00000028384","ENSMUSG00000017144","ENSG00000115963"
"311","ENSOARG00000009226","SEMA6B","ENSBTAG00000031658","ENSSSCG00000027856","ENSMUSG00000001227","ENSG00000167680"
"312","ENSOARG00000009230","DPT","ENSBTAG00000021211","ENSSSCG00000006297","ENSMUSG00000026574","ENSG00000143196"
"313","ENSOARG00000009233","CEACAM16","ENSBTAG00000037983","ENSSSCG00000003081","ENSMUSG00000014686","ENSG00000213892"
"314","ENSOARG00000009246","IL23A","ENSBTAG00000004378","","ENSMUSG00000025383","ENSG00000110944"
"315","ENSOARG00000009325","UNC13D","ENSBTAG00000013556","ENSSSCG00000017200","ENSMUSG00000057948","ENSG00000092929"
"316","ENSOARG00000009333","PLIN5","ENSBTAG00000038464","ENSSSCG00000013513","ENSMUSG00000011305","ENSG00000214456"
"317","ENSOARG00000009347","DSE","ENSBTAG00000005205","ENSSSCG00000004441","ENSMUSG00000039497","ENSG00000111817"
"318","ENSOARG00000009410","","ENSBTAG00000019009","ENSSSCG00000022384","ENSMUSG00000046180",""
"319","ENSOARG00000009410","","ENSBTAG00000019009","ENSSSCG00000022816","ENSMUSG00000046180",""
"320","ENSOARG00000009443","SRCIN1","ENSBTAG00000013469","ENSSSCG00000018056","ENSMUSG00000038453","ENSG00000277363"
"321","ENSOARG00000009454","LYL1","ENSBTAG00000019329","ENSSSCG00000013743","ENSMUSG00000034041","ENSG00000104903"
"322","ENSOARG00000009454","LYL1","ENSBTAG00000019329","ENSSSCG00000024549","ENSMUSG00000034041","ENSG00000104903"
"323","ENSOARG00000009463","SHROOM4","ENSBTAG00000002996","ENSSSCG00000012309","ENSMUSG00000068270","ENSG00000158352"
"324","ENSOARG00000009463","SHROOM4","ENSBTAG00000002996","ENSSSCG00000030180","ENSMUSG00000068270","ENSG00000158352"
"325","ENSOARG00000009463","SHROOM4","ENSBTAG00000002996","ENSSSCG00000022088","ENSMUSG00000068270","ENSG00000158352"
"326","ENSOARG00000009469","NOV","ENSBTAG00000002080","ENSSSCG00000006002","ENSMUSG00000037362","ENSG00000136999"
"327","ENSOARG00000009508","KIF5C","ENSBTAG00000018125","ENSSSCG00000022919","ENSMUSG00000026764","ENSG00000168280"
"328","ENSOARG00000009610","BCL6B","ENSBTAG00000020854","ENSSSCG00000017927","ENSMUSG00000000317","ENSG00000161940"
"329","ENSOARG00000009670","CPXM2","ENSBTAG00000018941","ENSSSCG00000010728","ENSMUSG00000030862","ENSG00000121898"
"330","ENSOARG00000009671","GTF2H1","ENSBTAG00000005160","ENSSSCG00000013367","ENSMUSG00000006599","ENSG00000110768"
"331","ENSOARG00000009748","DLC1","ENSBTAG00000015541","ENSSSCG00000030212","ENSMUSG00000031523","ENSG00000164741"
"332","ENSOARG00000009748","DLC1","ENSBTAG00000015541","ENSSSCG00000006970","ENSMUSG00000031523","ENSG00000164741"
"333","ENSOARG00000009748","DLC1","ENSBTAG00000015541","ENSSSCG00000030601","ENSMUSG00000031523","ENSG00000164741"
"334","ENSOARG00000009750","NPNT","ENSBTAG00000006686","ENSSSCG00000020821","ENSMUSG00000040998","ENSG00000168743"
"335","ENSOARG00000009753","ANOS1","ENSBTAG00000001049","ENSSSCG00000012101","","ENSG00000011201"
"336","ENSOARG00000009764","ITGB4","ENSBTAG00000018169","ENSSSCG00000017204","ENSMUSG00000020758","ENSG00000132470"
"337","ENSOARG00000009837","PGM2","ENSBTAG00000005773","ENSSSCG00000008773","ENSMUSG00000029171","ENSG00000169299"
"338","ENSOARG00000009837","PGM2","ENSBTAG00000005773","ENSSSCG00000023359","ENSMUSG00000029171","ENSG00000169299"
"339","ENSOARG00000009845","OSMR","ENSBTAG00000033107","ENSSSCG00000016851","ENSMUSG00000022146","ENSG00000145623"
"340","ENSOARG00000009901","","ENSBTAG00000000357","ENSSSCG00000026118","ENSMUSG00000050271","ENSG00000275342"
"341","ENSOARG00000009903","","ENSBTAG00000000357","ENSSSCG00000026118","ENSMUSG00000050271","ENSG00000275342"
"342","ENSOARG00000009948","ZBTB46","ENSBTAG00000016667","","ENSMUSG00000027583","ENSG00000130584"
"343","ENSOARG00000010088","VIT","ENSBTAG00000024980","ENSSSCG00000008501","ENSMUSG00000024076","ENSG00000205221"
"344","ENSOARG00000010127","CRIM1","ENSBTAG00000009020","ENSSSCG00000008504","ENSMUSG00000024074","ENSG00000150938"
"345","ENSOARG00000010208","RBM20","ENSBTAG00000023891","ENSSSCG00000010626","ENSMUSG00000043639","ENSG00000203867"
"346","ENSOARG00000010267","LDB2","ENSBTAG00000014058","ENSSSCG00000029227","ENSMUSG00000039706","ENSG00000169744"
"347","ENSOARG00000010270","SHD","ENSBTAG00000039696","ENSSSCG00000013503","ENSMUSG00000039154","ENSG00000105251"
"348","ENSOARG00000010319","RASGRP3","ENSBTAG00000008006","ENSSSCG00000008509","ENSMUSG00000071042","ENSG00000152689"
"349","ENSOARG00000010336","EOGT","ENSBTAG00000022681","ENSSSCG00000011504","ENSMUSG00000035245","ENSG00000163378"
"350","ENSOARG00000010384","PHYHIP","ENSBTAG00000015757","ENSSSCG00000009621","ENSMUSG00000003469","ENSG00000168490"
"351","ENSOARG00000010434","NOVA2","ENSBTAG00000013157","ENSSSCG00000003095","ENSMUSG00000030411","ENSG00000104967"
"352","ENSOARG00000010434","NOVA2","ENSBTAG00000013157","ENSSSCG00000003095","ENSMUSG00000108585","ENSG00000104967"
"353","ENSOARG00000010485","","ENSBTAG00000007502","ENSSSCG00000004703","ENSMUSG00000000308","ENSG00000237289"
"354","ENSOARG00000010485","","ENSBTAG00000007502","ENSSSCG00000004703","ENSMUSG00000000308","ENSG00000223572"
"355","ENSOARG00000010496","OSBPL3","ENSBTAG00000019342","ENSSSCG00000016715","ENSMUSG00000029822","ENSG00000070882"
"356","ENSOARG00000010509","FAM174B","ENSBTAG00000022989","ENSSSCG00000002265","ENSMUSG00000078670","ENSG00000185442"
"357","ENSOARG00000010543","PREX1","ENSBTAG00000015609","ENSSSCG00000024207","ENSMUSG00000039621","ENSG00000124126"
"358","ENSOARG00000010597","","ENSBTAG00000010158","ENSSSCG00000006344","ENSMUSG00000038473","ENSG00000198929"
"359","ENSOARG00000010597","","ENSBTAG00000010158","ENSSSCG00000006344","ENSMUSG00000038473","ENSG00000254706"
"360","ENSOARG00000010603","VSIG2","ENSBTAG00000022379","ENSSSCG00000015199","ENSMUSG00000001943","ENSG00000019102"
"361","ENSOARG00000010622","YIPF4","ENSBTAG00000033041","","ENSMUSG00000024072","ENSG00000119820"
"362","ENSOARG00000010633","STAC2","ENSBTAG00000008366","ENSSSCG00000017508","ENSMUSG00000017400","ENSG00000141750"
"363","ENSOARG00000010649","SEMA3F","ENSBTAG00000018307","ENSSSCG00000011398","ENSMUSG00000034684","ENSG00000001617"
"364","ENSOARG00000010670","ESAM","ENSBTAG00000001004","ENSSSCG00000030091","ENSMUSG00000001946","ENSG00000149564"
"365","ENSOARG00000010670","ESAM","ENSBTAG00000001004","ENSSSCG00000015200","ENSMUSG00000001946","ENSG00000149564"
"366","ENSOARG00000010691","S1PR1","ENSBTAG00000005990","ENSSSCG00000029849","ENSMUSG00000045092","ENSG00000170989"
"367","ENSOARG00000010704","ADRA2A","","ENSSSCG00000010629","ENSMUSG00000033717","ENSG00000150594"
"368","ENSOARG00000010726","SELP","ENSBTAG00000020755","ENSSSCG00000006288","ENSMUSG00000026580","ENSG00000174175"
"369","ENSOARG00000010770","STARD13","ENSBTAG00000021815","ENSSSCG00000009348","ENSMUSG00000016128","ENSG00000133121"
"370","ENSOARG00000010797","","","","",""
"371","ENSOARG00000010808","TEAD4","ENSBTAG00000019788","ENSSSCG00000000736","ENSMUSG00000030353","ENSG00000197905"
"372","ENSOARG00000010839","MPP6","ENSBTAG00000015303","ENSSSCG00000016717","ENSMUSG00000038388","ENSG00000105926"
"373","ENSOARG00000010854","JUNB","ENSBTAG00000012046","ENSSSCG00000013735","ENSMUSG00000052837","ENSG00000171223"
"374","ENSOARG00000010881","ANKRD2","ENSBTAG00000012720","ENSSSCG00000010522","ENSMUSG00000025172","ENSG00000165887"
"375","ENSOARG00000010884","RBMX","ENSBTAG00000013308","ENSSSCG00000012703","ENSMUSG00000031134","ENSG00000147274"
"376","ENSOARG00000010934","HOGA1","ENSBTAG00000012721","ENSSSCG00000010523","ENSMUSG00000025176","ENSG00000241935"
"377","ENSOARG00000010952","ARHGEF6","ENSBTAG00000017850","ENSSSCG00000030460","ENSMUSG00000031133","ENSG00000129675"
"378","ENSOARG00000010998","COL15A1","ENSBTAG00000010082","ENSSSCG00000005380","ENSMUSG00000028339","ENSG00000204291"
"379","ENSOARG00000010998","COL15A1","ENSBTAG00000010082","ENSSSCG00000005381","ENSMUSG00000028339","ENSG00000204291"
"380","ENSOARG00000011003","","","","",""
"381","ENSOARG00000011072","LYVE1","ENSBTAG00000000802","ENSSSCG00000029886","ENSMUSG00000030787","ENSG00000133800"
"382","ENSOARG00000011081","CD24","ENSBTAG00000039046","ENSSSCG00000031023","ENSMUSG00000047139","ENSG00000272398"
"383","ENSOARG00000011110","RGS5","ENSBTAG00000016341","ENSSSCG00000006334","ENSMUSG00000026678","ENSG00000143248"
"384","ENSOARG00000011235","","ENSBTAG00000011437","ENSSSCG00000028137","ENSMUSG00000024042","ENSG00000275993"
"385","ENSOARG00000011235","","ENSBTAG00000011437","ENSSSCG00000028137","ENSMUSG00000024042","ENSG00000142178"
"386","ENSOARG00000011304","","ENSBTAG00000017927","ENSSSCG00000012121","ENSMUSG00000000402","ENSG00000198759"
"387","ENSOARG00000011400","SRRM5","","","","ENSG00000226763"
"388","ENSOARG00000011407","USP38","ENSBTAG00000001356","ENSSSCG00000009049","ENSMUSG00000038250","ENSG00000170185"
"389","ENSOARG00000011416","ADAM22","ENSBTAG00000007136","ENSSSCG00000015297","ENSMUSG00000040537","ENSG00000008277"
"390","ENSOARG00000011501","GRIK2","ENSBTAG00000033153","ENSSSCG00000004361","ENSMUSG00000056073","ENSG00000164418"
"391","ENSOARG00000011530","HID1","ENSBTAG00000010809","ENSSSCG00000017219","ENSMUSG00000034586","ENSG00000167861"
"392","ENSOARG00000011549","","","","",""
"393","ENSOARG00000011582","CYP26B1","ENSBTAG00000012212","ENSSSCG00000008311","ENSMUSG00000063415","ENSG00000003137"
"394","ENSOARG00000011615","FOXC2","ENSBTAG00000012465","","ENSMUSG00000046714","ENSG00000176692"
"395","ENSOARG00000011624","FAM78B","ENSBTAG00000047468","ENSSSCG00000006321","ENSMUSG00000060568","ENSG00000188859"
"396","ENSOARG00000011649","SH2D3C","ENSBTAG00000015375","ENSSSCG00000005620","ENSMUSG00000059013","ENSG00000095370"
"397","ENSOARG00000011685","SLC35F5","ENSBTAG00000021103","ENSSSCG00000015709","ENSMUSG00000026342","ENSG00000115084"
"398","ENSOARG00000011716","DDB1","ENSBTAG00000021569","ENSSSCG00000013094","ENSMUSG00000024740","ENSG00000167986"
"399","ENSOARG00000011725","PPM1E","ENSBTAG00000010788","ENSSSCG00000017647","ENSMUSG00000046442","ENSG00000175175"
"400","ENSOARG00000011764","CROCC","ENSBTAG00000003822","ENSSSCG00000003478","ENSMUSG00000040860","ENSG00000058453"
"401","ENSOARG00000011764","CROCC","ENSBTAG00000003822","ENSSSCG00000021257","ENSMUSG00000040860","ENSG00000058453"
"402","ENSOARG00000011764","CROCC","ENSBTAG00000003822","ENSSSCG00000030458","ENSMUSG00000040860","ENSG00000058453"
"403","ENSOARG00000011780","ACTR3","ENSBTAG00000003401","ENSSSCG00000015710","ENSMUSG00000026341","ENSG00000115091"
"404","ENSOARG00000011782","SLC17A9","ENSBTAG00000001829","","ENSMUSG00000023393","ENSG00000101194"
"405","ENSOARG00000011792","ACSL5","ENSBTAG00000006707","ENSSSCG00000030645","ENSMUSG00000024981","ENSG00000197142"
"406","ENSOARG00000011792","ACSL5","ENSBTAG00000006707","ENSSSCG00000029075","ENSMUSG00000024981","ENSG00000197142"
"407","ENSOARG00000011794","SLC9B2","ENSBTAG00000040088","ENSSSCG00000009161","ENSMUSG00000037994","ENSG00000164038"
"408","ENSOARG00000011794","SLC9B2","ENSBTAG00000040088","ENSSSCG00000028101","ENSMUSG00000037994","ENSG00000164038"
"409","ENSOARG00000011798","INPP4B","ENSBTAG00000014111","ENSSSCG00000009050","ENSMUSG00000037940","ENSG00000109452"
"410","ENSOARG00000011809","PRADC1","ENSBTAG00000008765","ENSSSCG00000008304","ENSMUSG00000030008","ENSG00000135617"
"411","ENSOARG00000011817","ATP2B2","ENSBTAG00000001305","ENSSSCG00000023087","ENSMUSG00000030302","ENSG00000157087"
"412","ENSOARG00000011825","STXBP1","ENSBTAG00000003525","ENSSSCG00000005617","ENSMUSG00000026797","ENSG00000136854"
"413","ENSOARG00000011836","RAPGEF5","ENSBTAG00000015539","ENSSSCG00000015383","ENSMUSG00000041992","ENSG00000136237"
"414","ENSOARG00000011840","ISYNA1","ENSBTAG00000017482","","ENSMUSG00000019139","ENSG00000105655"
"415","ENSOARG00000011846","NTN4","ENSBTAG00000003183","ENSSSCG00000000896","ENSMUSG00000020019","ENSG00000074527"
"416","ENSOARG00000011852","LMTK3","ENSBTAG00000012016","ENSSSCG00000030561","ENSMUSG00000062044","ENSG00000142235"
"417","ENSOARG00000011885","DPP10","ENSBTAG00000005235","ENSSSCG00000015711","ENSMUSG00000036815","ENSG00000175497"
"418","ENSOARG00000011920","","ENSBTAG00000015749","ENSSSCG00000015301","ENSMUSG00000015652","ENSG00000164647"
"419","ENSOARG00000011939","PROCR","ENSBTAG00000008291","ENSSSCG00000026585","ENSMUSG00000027611","ENSG00000101000"
"420","ENSOARG00000011945","ELN","ENSBTAG00000019517","","ENSMUSG00000029675","ENSG00000049540"
"421","ENSOARG00000012013","MMP24","ENSBTAG00000010024","","ENSMUSG00000027612","ENSG00000125966"
"422","ENSOARG00000012021","IL6","ENSBTAG00000014921","ENSSSCG00000020970","ENSMUSG00000025746","ENSG00000136244"
"423","ENSOARG00000012021","IL6","ENSBTAG00000014921","ENSSSCG00000027850","ENSMUSG00000025746","ENSG00000136244"
"424","ENSOARG00000012024","PTGER3","ENSBTAG00000019230","ENSSSCG00000003788","ENSMUSG00000040016","ENSG00000050628"
"425","ENSOARG00000012029","PRRX1","ENSBTAG00000004570","ENSSSCG00000022304","ENSMUSG00000026586","ENSG00000116132"
"426","ENSOARG00000012029","PRRX1","ENSBTAG00000004570","ENSSSCG00000030473","ENSMUSG00000026586","ENSG00000116132"
"427","ENSOARG00000012074","RASIP1","ENSBTAG00000011619","ENSSSCG00000029151","ENSMUSG00000044562","ENSG00000105538"
"428","ENSOARG00000012080","DOC2B","ENSBTAG00000025140","","ENSMUSG00000020848","ENSG00000272636"
"429","ENSOARG00000012105","RPS26","ENSBTAG00000046949","ENSSSCG00000022640","ENSMUSG00000059775","ENSG00000197728"
"430","ENSOARG00000012105","RPS26","ENSBTAG00000046949","ENSSSCG00000002810","ENSMUSG00000059775","ENSG00000197728"
"431","ENSOARG00000012105","RPS26","ENSBTAG00000046949","ENSSSCG00000022640","ENSMUSG00000025362","ENSG00000197728"
"432","ENSOARG00000012105","RPS26","ENSBTAG00000046949","ENSSSCG00000002810","ENSMUSG00000025362","ENSG00000197728"
"433","ENSOARG00000012130","IZUMO1","ENSBTAG00000011621","ENSSSCG00000003142","ENSMUSG00000064158","ENSG00000182264"
"434","ENSOARG00000012149","GJA5","ENSBTAG00000006720","ENSSSCG00000006696","ENSMUSG00000057123","ENSG00000265107"
"435","ENSOARG00000012165","ADAMTSL5","ENSBTAG00000006662","ENSSSCG00000023299","ENSMUSG00000043822","ENSG00000185761"
"436","ENSOARG00000012165","ADAMTSL5","ENSBTAG00000006662","ENSSSCG00000013433","ENSMUSG00000043822","ENSG00000185761"
"437","ENSOARG00000012165","ADAMTSL5","ENSBTAG00000046263","ENSSSCG00000023299","ENSMUSG00000043822","ENSG00000185761"
"438","ENSOARG00000012165","ADAMTSL5","ENSBTAG00000046263","ENSSSCG00000013433","ENSMUSG00000043822","ENSG00000185761"
"439","ENSOARG00000012224","","ENSBTAG00000000377","ENSSSCG00000012137","ENSMUSG00000031377","ENSG00000102010"
"440","ENSOARG00000012362","TC2N","ENSBTAG00000003375","ENSSSCG00000002443","ENSMUSG00000021187","ENSG00000165929"
"441","ENSOARG00000012368","STEAP3","ENSBTAG00000007111","ENSSSCG00000029304","ENSMUSG00000026389","ENSG00000115107"
"442","ENSOARG00000012406","GNA14","ENSBTAG00000021127","ENSSSCG00000005284","ENSMUSG00000024697","ENSG00000156049"
"443","ENSOARG00000012439","ACE2","ENSBTAG00000034402","ENSSSCG00000012138","ENSMUSG00000015405","ENSG00000130234"
"444","ENSOARG00000012449","CDK17","ENSBTAG00000001510","ENSSSCG00000020648","ENSMUSG00000020015","ENSG00000059758"
"445","ENSOARG00000012449","CDK17","ENSBTAG00000001510","ENSSSCG00000028182","ENSMUSG00000020015","ENSG00000059758"
"446","ENSOARG00000012634","TRPM6","ENSBTAG00000033076","ENSSSCG00000005269","ENSMUSG00000024727","ENSG00000119121"
"447","ENSOARG00000012717","CLGN","ENSBTAG00000001580","ENSSSCG00000026360","ENSMUSG00000002190","ENSG00000153132"
"448","ENSOARG00000012852","CASP7","ENSBTAG00000006615","","ENSMUSG00000025076","ENSG00000165806"
"449","ENSOARG00000012893","","","","",""
"450","ENSOARG00000012936","CD83","ENSBTAG00000031430","ENSSSCG00000021576","ENSMUSG00000015396","ENSG00000112149"
"451","ENSOARG00000012954","CA2","ENSBTAG00000017733","ENSSSCG00000006140","ENSMUSG00000027562","ENSG00000104267"
"452","ENSOARG00000012958","","ENSBTAG00000024950","ENSSSCG00000017296","ENSMUSG00000020681","ENSG00000159640"
"453","ENSOARG00000012958","","ENSBTAG00000024950","ENSSSCG00000017296","ENSMUSG00000020681","ENSG00000264813"
"454","ENSOARG00000013044","TJP2","ENSBTAG00000011770","ENSSSCG00000005247","ENSMUSG00000024812","ENSG00000119139"
"455","ENSOARG00000013063","APBB2","ENSBTAG00000027569","ENSSSCG00000022168","ENSMUSG00000029207","ENSG00000163697"
